"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.771312958E0,-2.145039368E-1,-1.097817078E0,9.510023804E0
2.781352958E0,-1.304986267E0,9.894424438E-2,9.663305054E0
2.791393958E0,-3.085084534E-1,-5.728587341E-1,1.129341522E1
2.801433958E0,-7.685018921E-1,-3.501219177E-1,1.081575851E1
2.811473958E0,-2.884501648E-1,2.845582581E-1,9.690847778E0
2.821514958E0,-4.815486145E-1,3.502716064E-2,9.350605316E0
2.831554958E0,-1.884281616E0,-6.399192810E-1,9.860145721E0
2.841594958E0,-4.559518433E-1,-4.927752686E-1,9.472901001E0
2.851634958E0,-5.432203674E-1,-6.466552734E-2,9.890831909E0
2.861675958E0,5.957611084E-2,-3.794609070E-1,1.024155258E1
2.871715958E0,-1.755848694E-1,-3.583547974E-1,1.043450134E1
2.881755958E0,-3.652404785E-1,-3.121009827E-1,9.677974548E0
2.891796958E0,-9.821076965E-1,4.237687683E-1,9.185947723E0
2.901836958E0,-1.536255341E0,-3.035687256E-1,1.020802231E1
2.911876958E0,-4.993615723E-1,-3.829037476E-1,1.051563263E1
2.921916958E0,-8.147557068E-1,-9.610015869E-2,1.045710434E1
2.931957958E0,6.646179199E-1,-6.800358582E-1,1.151525391E1
2.941997958E0,-2.219883728E-1,-2.859054565E-1,1.173769135E1
2.952037958E0,-2.347717896E0,2.396516418E-1,1.075857742E1
2.962077958E0,-2.232307892E0,2.245330811E-2,1.038255936E1
2.972118958E0,-2.013013916E0,-3.406915283E-1,1.003243744E1
2.982158958E0,1.245410156E-1,-2.216889954E-1,1.033346146E1
2.992198958E0,5.927673340E-2,1.615141296E-1,1.032462982E1
3.002239958E0,-4.309538269E-1,-1.392105103E-2,1.061532532E1
3.012279958E0,-1.301244049E0,-3.974235535E-1,1.000399658E1
3.022319958E0,-1.091679840E0,-2.218386841E-1,9.149723053E0
3.032359958E0,-8.409512329E-1,2.395019531E-1,9.526938629E0
3.042400958E0,3.785627747E-1,1.345701599E-1,1.028541138E1
3.052440958E0,3.656895447E-1,1.649569702E-1,1.103131027E1
3.062480958E0,1.916015625E-1,-1.136137390E-1,1.055754547E1
3.072551958E0,-3.653901672E-1,-4.064048767E-1,9.514963531E0
3.082591958E0,-6.059399414E-1,-3.076103210E-1,9.096882935E0
3.092632958E0,-6.262976074E-1,-8.876541138E-2,9.293274536E0
3.102672958E0,-1.694476318E-1,6.032455444E-2,1.005908203E1
3.112712958E0,3.716770935E-1,2.844085693E-2,1.017838394E1
3.122753958E0,6.646179199E-1,1.222956848E-1,9.744136963E0
3.132793958E0,3.359014893E-1,2.332150269E-1,9.661059723E0
3.142833958E0,-4.475692749E-1,-2.571652222E-1,9.577832794E0
3.152873958E0,-8.885522461E-1,-5.198689270E-1,9.297316132E0
